,match,time,slot,text,target
7666,3239,39.77516,9,russians go to your east servers bitcheeeeeeees,2
7669,3241,2262.05086,8,2 carrys fucked,2
7671,3241,2286.06596,7,matching scores for the noobs,2
7691,3247,2250.12106,1,my fucking team always away,1
7709,3259,2180.8738,1,MY TEAM SO FUCKING RETARDED,2
7711,3259,2289.7112,0,u motherfuckers,2
7714,3259,2506.5832,0,suck my cock,2
7729,3262,-83.1165,2,Fucking shit,2
7731,3262,-75.84828,4,brothers who want to fuckeach other,2
7746,3276,-148.98967,4,i dont know when we played together we had only retards,1
7747,3276,-103.84669,7,"it happens, but still have won with retards. so its fine",1
7750,3276,1522.22826,0,my internet is shit obvisuly,1
7754,3276,1544.72276,4,can be that dumb,1
7764,3283,-63.68445,3,sorry im squishing ur bitchass,2
7772,3283,2008.62245,3,wtf was that,1
7782,3286,-118.39758,8,fuck this life,1
7795,3286,2115.21772,9,fckin feed spport,2
7805,3287,140.69898,0,"rlly atleast play and dont fuck everyones time , playing for nothing",1
7809,3287,187.82083,8,please report these idiots ;),2
7810,3287,208.21585,5,but u can see this retard,2
7811,3287,209.74878,0,and ur retarded kidand feed ...,2
7812,3287,214.68094,0,ur the retarded kid mind,2
7821,3287,425.56278,5,fucking pussy,2
7826,3287,569.82754,0,dont pause he left for that retard feeding,2
7827,3287,789.74048,5,motherfuckersssssss,2
7829,3287,919.04228,6,i hope monkeys mother will die from cancer,2
7843,3292,782.34235,7,wtf u want from me,1
7848,3297,872.08708,1,my team retard ,2
7856,3299,1921.59156,4,wtf are you doing tiny,1
7863,3302,1545.27924,7,fuck outta here,1
7872,3303,364.17778,8,ofc suck my dick,2
7880,3303,1598.37638,4,fucks wrong with you,1
7881,3303,2348.92948,3,I'M CUMMING,1
7883,3305,1680.62296,4,can u push? Wanna report 2 cunts in my team ASAP,2
7890,3314,1545.62256,3,report fucking bs,1
7892,3314,1586.01276,3,dont cty bitch,2
7893,3315,1898.85974,6,Report this moitherufkcer,2
7897,3316,2780.86034,7,imbecil,2
7907,3325,172.40425,3,mother fucker,1
7908,3325,327.23311,3,see mother fucker,1
7921,3333,1531.59267,5,fucking shit ,2
7926,3337,934.29106,5,trash can`t buy ward,2
7928,3338,2463.42228,4,what a raping,1
7932,3340,-29.4928,2,FAT ASS,2
7938,3345,682.53333,1,fucking we have archon 3,1
7941,3348,2228.60035,9,Shitty gyro cant use the space i make in early,2
7961,3354,2426.19877,5,idk what the fuck in pinoy's brain,2
7965,3357,-112.90575,5,Eg is still not top tier?u fucking punks are never satisfied are you?Hope you enjoy being bitter cause I definitely love being,1
7966,3357,-82.67981,5,Eg is still not top tier?u fucking punks are never satisfied are you?Hope you enjoy being bitter cause I definitely love being,1
7974,3358,2997.8627,7,mother fuciker,1
7979,3359,1948.2253,0,fack yuo,2
7982,3362,779.27644,1,PLS WAIT FOR THE IDIOTS,2
7986,3363,2426.41914,1,what are u doing stupid,2
8011,3378,2410.97085,6,report this rat,2
8031,3387,2080.53156,0,stop trolling and play fking es,1
8032,3387,2108.56056,5,they're fucking euling themselves,1
8033,3387,2111.97206,5,i cant deal with this shit,1
8043,3387,2458.92056,8,Goend report shit carry and earsth spirit,2
8051,3388,1215.3699,0,mother fucker,2
8052,3388,1220.5686,0,his mom is under my dick,2
8053,3388,1227.8335,0,he rerally son of the whore,2
8054,3388,1559.2193,3,i dont know how deserve this dogs,2
8061,3390,1011.65958,5,i have a wrd noob,2
8072,3398,1355.0691,3,shithole io,2
8075,3398,1697.8521,7,bitch pls,1
8086,3406,1798.5712,5,hello trash,2
8113,3411,773.56059,1,fucknoob,2
8114,3411,773.69389,3,"but he does now, he beats the shit outta you",1
8138,3419,1020.28835,0,who the fuck wards there,1
8144,3422,961.6652,0,can u end this shit ?,1
8146,3422,1123.6923,2,idiot team ,2
8152,3422,1378.6967,0,why u fucking hounting kills just push,1
8158,3422,1405.6901,0,if u need fucking megas to end this,1
8166,3424,163.4601,7,fucking whore,2
8167,3424,750.2835,7,ur mother is whore,2
8169,3424,895.1814,0,JeBaited,2
8174,3429,244.45158,8,fuck my mouse,1
8176,3429,980.87182,8,fuck mouse,1
8183,3433,1345.0627,7,idiot player,2
8198,3436,503.84367,7,like to play op heroes ench shit?,2
8201,3438,1231.96585,8,free game no bitching,1
8205,3441,-68.86084,0,that WTF?,1
8210,3441,11.56384,3,xnxx.com make ur dreams come true,1
8211,3441,19.62854,7,up your porn game,2
8222,3441,2280.65736,7,youre a bit of a bitch arent you kotl?,1
8238,3445,2215.11946,2,bf suck,1
8239,3445,2750.81086,8,sven con lkothar q gay ,1
8261,3463,1379.5965,7,sheesh fucking null field bruh,1
8262,3463,1849.9595,4,they suck,2
8265,3463,1874.443,7,"the fact that no matter how much tinker sucks, he has to spam E to makeus retreat?",1
8270,3463,1917.9243,4,im covered by noobs here,2
8275,3463,1963.2788,4,"if you think mmr and kill are the same, you must b een stupid than all here",1
8284,3463,2075.829,4,you trash :D,2
8295,3463,2339.9285,8,with shit rank,1
8299,3463,2349.16,8,i know im shit,1
8309,3465,1665.9932,2,report shit core,2
8310,3465,1931.5674,2,report shit core medusa,2
8313,3466,1796.89355,7,I REPORT U NOOB,2
8314,3466,1889.94385,7,OF COURSE IM GOING TO KILL HER,2
8317,3467,183.4219,9,wtf is that range,1
8331,3472,2124.15487,2,Mother fucker,2
8334,3472,2295.13727,4,dont time to play with noob,2
8347,3477,178.02319,3,server is shit,1
8349,3477,1333.24114,3,fucking cunt,2
8352,3477,1737.40904,9,wht can i do woth this fk,1
8366,3483,2043.61629,3,TY FUCK NOO,1
8370,3495,-38.69056,5,YOU ARE THA BITCHS,2
8379,3501,1404.22373,5,what's fucking going on in dota?,1
8382,3501,1404.35713,5,why is in ~everygame me get 1-2 retarded players?,2
8383,3501,1406.45653,7,how much on pussy of hair,2
8396,3508,1214.99582,3,why me all time you gay ?,2
8399,3508,1964.80432,1,man fk ur mother,2
8400,3508,2025.61132,1,ima fk urmother,2
8401,3508,2043.40532,1,in ur mothers ass,2
8405,3508,2324.86412,1,finally thje nigger slaves win,2
8414,3515,861.12308,8,thats retarded XD,2
8433,3519,2143.52846,5,gg fucking pointless when teams dont even listen rofl,1
8435,3519,2165.33596,5,merry christmass kid picks morph even though he has been nerfed to fuck rofl,1
8437,3521,101.74182,1,this sucks,1
8443,3522,1883.43898,4,ALLL REPORT THAT FAKICN SHIT ,2
8451,3525,2495.01712,2,fucking jewbastard dipshit,2
8453,3527,1105.06355,7,this idiot mid unpausing,2
8455,3527,1105.06355,7,he wants ez win coz hes too idiot,2
8456,3527,1247.96195,0,he aint coming back after he saw your easy pinoy ass mid,2
8466,3528,820.2331,3,you are so fucking bad,2
8469,3531,2758.20503,5,sf only can kill you all noobs sucks,2
8471,3531,2795.93353,5,whatever noob sucks,2
8472,3535,198.51823,7,FUKIN UNDRUING LEAVE THE LANE,2
8473,3535,344.61588,6,fuck this cxarry,2
8474,3535,350.41446,7,CHECK THOS FUKIN LANE,1
8479,3535,670.93619,6,fuck this am ,2
8481,3535,788.97403,6,pice of crap,2
8482,3535,821.23283,4,this am is a gay,2
8500,3536,1569.78336,0,1k trash palyers,2
8502,3538,1751.29407,4,fuck this team,2
8521,3547,1251.02782,8,THAT IS the shit of dota,1
8527,3549,1898.18842,0,this game is bullshit,2
8530,3549,1920.39732,5,Cause ur team sucks,2
8535,3549,1952.23912,0,fucking trash,2
8537,3549,2106.69862,5,CUMBACK,1
8539,3549,2133.85782,9,yeah u suck so much u lose to legend xD,2
8540,3549,2142.95552,5,yeah any shit tier can beat u,2
8545,3549,2162.18762,0,storm were shits,2
8556,3554,293.1088,7,my team noob,2
8586,3555,3409.0041,5,WTF ITEM TECHIS,1
8592,3556,2432.0965,2,CAN U JUST SHUT THE FUCK UP?,1
8593,3556,2748.3069,9,FUCK THIS DOTA 2,1
8594,3556,2753.926,9,FUCK THESE STUPID CARRIES,2
8595,3556,2763.3582,9,FUCK THESE WOODEN PCES LEAVERS,2
8663,3587,-60.01868,8,suck my dick as a present for me,2
8664,3587,-53.82019,8,i got no gurl to suck it for me,2
8671,3587,2277.40327,4,u can sell it and bought some brain ,2
8686,3597,-93.54382,2,two idiots in top,2
8687,3597,-71.81579,9,shit instead of brain,2
8710,3599,1613.03942,4,fuck off,1
8713,3599,1614.10582,0,i have places to be and bitches to fuck,2
8715,3599,1704.16962,4,it been so fuckinbg long,1
8716,3599,1704.16962,3,omg! what the fuck guys,1
8720,3602,1932.33878,5,noob team shit,2
8723,3603,906.61198,2,Fkin creep(,1
8726,3606,1798.27495,1,axl to the dumpster you go,2
8732,3608,1971.69273,4,TUMAHIMIK ANG GAGO,1
8734,3610,-13.33008,4,DNo what the fuck u talking bout,1
8761,3622,1770.7724,1,not today ISIS,2
8767,3626,12.8302,5,retarded team,2
8774,3626,2577.68454,1,cancer team,2
8777,3628,1010.31995,8,always noob player on mid,2
8784,3629,787.50773,8,ALL REPORT NOOB LOSER PINKSEEKER,2
8796,3629,2883.18553,1,report this imbecils,2
8799,3629,3203.97833,8,my duck hard,2
8807,3631,612.68377,7,braindead shit,2
8809,3631,619.88197,1,oyu are the only retard in the game sir,2
8820,3631,1625.86967,1,retards everywhere it seems,2
8824,3631,1662.07087,8,on weekend we have so much retards,2
8826,3631,1700.93667,8,but bristle is retarded too,2
8833,3634,-20.62829,5,report this shit,2
8853,3653,1183.3444,3,|ancient as fuck,1
8854,3653,1205.539,3,my brother anchor 0 plays better than this piece of shit lmao,2
8855,3653,1240.2638,3,stupid retarded dumbass ,2
8861,3653,2210.8454,5,fucking cancer,1
8868,3655,600.56215,6,rape T_T,1
8879,3660,938.7041,2,Why i play with 2 k mmr nooobs,2
8890,3660,1689.4208,2,he is russian incest kid,2
8907,3662,922.7414,8,i wont play with this trash,2
8916,3662,1450.2459,8,fucking 2k trash,2
8919,3662,1484.3709,8,fucking trash russian shit,2
8920,3662,1493.9685,8,ty god ididnt support these retard shit,2
8923,3662,1521.8284,8,You fcking moron,2
8924,3662,1527.8269,8,and ds cant do shit,2
8925,3662,1547.8221,8,but hes to mongoloid,2
8929,3662,1578.6145,2,pretty shiut,2
8930,3662,1580.2141,8,your so trash,2
8935,3662,1591.1448,2,and you are fucking trash,2
8937,3662,1594.0774,8,your so fuckingbad,2
8938,3662,1624.8699,8,fuckign hell your so garbaage,2
8949,3662,2545.7545,8,icarried the shit out of thisgame,1
8952,3662,2617.7665,1,retards can!,1
8984,3679,2277.50245,8,reported chian kids,2
8989,3683,1561.25212,7,yeap shit pick,1
8991,3686,1294.38394,3,dont got all fucking day,1
8999,3688,-81.44678,6,tide carry wtf,1
9009,3688,1262.52507,4,WORST Team,2
9024,3690,14.69641,4,becus im fking lag,1
9045,3697,2466.01598,3,pl focking noob,2
9046,3701,40.72338,8,wtf is this lane,1
9049,3701,880.55168,0,Aces MEANS IDIOT,1
9059,3701,2436.79478,8,bullshit match ever,2
9063,3701,3194.27498,5,my team so fuckin usseles,2
9068,3701,3438.33978,8,noob win pro lose,1
9069,3701,3452.38758,5,IM NOOB BUT I WIN ?,1
9092,3701,4420.75548,6,fking team,2
9093,3701,4451.99968,1,TANG INA mo,2
9096,3701,4531.02298,1,FUCK THIS TECHIES,2
9102,3703,949.40152,4,weaver fuck u,2
9116,3708,2479.01324,2,shh feeders,2
9119,3709,381.97343,7,Your mama is a whore ,2
9124,3713,2801.42296,5,Fuck u Introshits,2
9125,3715,1838.1231,9,oh yeah fuck yourself,2
9139,3720,2569.76302,2,POTANGI 9NA N9IY0OL],2
9140,3722,1289.95166,1,fuck off brah,1
9152,3725,1039.64618,5,fucking god can't give less than 4 secs,1
9176,3735,998.42996,2,off cheats idiot,2
9183,3740,1873.81863,3,and I hope you watched me Fucked your pa at midlane,2
9190,3740,2085.10503,4,dont have to it sucks,1
9195,3740,2359.23883,3,shut he fuck up,1
9198,3743,706.56085,3,"weaver so fucking bad, lost lane ... :(",1
9200,3743,1545.32265,3,cause weaver is brainless,2
9203,3743,2053.56245,3,worthelss trolling shit,2
9208,3744,-85.19169,7,he saw a sniper in enemy team and he say fuck this game  im out,1
9218,3748,2130.6019,6,team is fucking stupid animals ,2
9220,3750,-16.86256,2,go to russian servers u fuck,2
9224,3750,2603.20054,1,russians cant play dota sorry,2
9237,3753,254.97112,8,rape lycan with 10 hp regen,1
9240,3753,978.69432,5,SINCE I JOIN WITH THIS SHIT JUG AND WR,2
9243,3753,1110.62882,5,I JUST HOPE THIS WR AND JUGGER DIE,2
9266,3754,108.07362,3,i didnt fucking want to mid,1
9269,3754,145.13126,3,fuck that guy,2
9278,3755,934.33854,5,useless herolds,2
9287,3757,526.3715,9,fckoff,1
9293,3757,1592.5111,7,for a shit hero,2
9294,3757,1754.7338,5,eat my dick,2
9298,3757,2428.161,9,fc king willow,2
9310,3767,-248.96661,3,sucks you have to spam to gain mmr dawg,2
9313,3777,735.42048,4,why the fuck are they playing on europe servers,1
9314,3777,741.68558,4,fuck off back to russian servers,2
9329,3781,1850.02784,3,to much russian dogs,2
9360,3790,2495.60223,7,cz u lowly cunt mate cnt do shit wtf build,2
9361,3791,-313.13335,5,random or pussy,2
9366,3792,1136.44472,9,TANGINA ,1
9374,3792,2358.87162,6,suck my dick troll,2
9382,3794,79.94715,5,go loeave noob here,2
9414,3812,1506.96535,8,fucking carries,2
9418,3813,-7.69812,2,he fucking plant ward at our base,1
9447,3824,1958.4212,9,suck a dick orange,2
9453,3825,1561.1573,3,this fuckign idiot team,2
9455,3827,1818.24796,0,Trash pickers,2
9467,3837,3063.49825,2,talk shit early,2
9494,3849,19.62854,1,then ur poor as shit,2
9495,3852,1259.92568,4,FUCKIGN what,1
9496,3852,1799.70228,0,report fucking timber,2
9517,3864,4900.87744,1,fuck this shit,2
9520,3864,4903.53384,1,holy shit htough,1
9524,3865,763.6469,0,we lose? ck blyat?,2
9527,3865,2861.0922,4,good luck becouse of fuckin interner,1
9530,3869,49.17717,0,what? you wat did you say? suck dick?,2
9535,3876,1673.3914,6,just go mid finish this shit,2
9544,3880,3085.2383,7,stupid techies pickers,2
9552,3884,832.7967,1,pointless smurf bullshit,2
9553,3886,1719.9838,5,bitches,2
9555,3887,3026.5675,2,3 fucking piece of shit,2
9565,3891,449.45693,6,What a dumb legend player,2
9588,3894,1283.6532,0,why i have this fucking retarded russian in my team,2
9590,3894,1300.849,0,losing because of retartded support ,2
9611,3896,1193.37523,0,weak as fuck,2
9613,3896,1292.81763,4,just now fucking idiot naix and ck  say me will fail mid ,2
9616,3896,1374.59773,9,eat dick bitch,2
9621,3896,1594.54393,0,suck my dick spec,2
9636,3897,827.6646,6,wow ur a dumbcunt,2
9637,3897,831.0638,6,ur actually a dumbcunt,2
9639,3897,1561.4854,6,What a fucking troll,2
9642,3897,1687.5879,6,Feeding their fucking carry 1-9,1
9648,3897,1777.2483,8,gets an easy match up....thinks hes a king.... meanwhile every other lane gets fucked because he refuses to adapt,1
9651,3897,1881.6037,9,lol that game was fucked for us,1
9659,3903,2263.86346,1,your mom is e,2
9660,3903,2302.59536,7,shut up bitches,2
9662,3904,877.31917,1,drow is fucking animal,2
9663,3904,1608.04067,1,what an idiot,2
9664,3904,2128.47957,1,report these 4 retards,2
9665,3904,2276.61747,7,lol - killed by nooby drow ^^,2
9667,3904,2695.37727,1,son of shit,2
9689,3909,2162.72447,7,the hero is so shit,2
9700,3911,757.07917,8,it is fucking unranked chill the fuck out,1
9701,3911,796.06967,6,stfu stupid son of a bitch,2
9703,3911,838.52597,6,mother fucker,2
9704,3911,894.84557,5,ff fucking noob,2
9705,3911,909.77527,5,fucking a lll nooob,2
9727,3924,2641.09142,8,sf why are you so fucking moron,2
9749,3934,1764.653,9,faces so ugly like raven,2
9752,3934,2165.4516,2,BOBO KA TM EROY,2
9763,3941,452.02297,8,that was such a noob move,2
9765,3941,869.72097,8,FUCK NO,1
9778,3946,2475.5078,3,this team really sucks,2
9782,3952,2445.09658,4,fucking asshole,2
9790,3958,2151.37163,8,TRASH JUGGER,2
9796,3970,-41.00751,1,Vertcoin is a shitcoin,1
9797,3970,-20.40436,5,"and its not a shit coin, bud",1
9799,3970,-11.73585,1,vet is a shitcoin boi,1
9800,3970,349.89025,1,proof that vertcoin is a shitcoin,1
9803,3971,1426.48505,9,wait bitches,2
9808,3971,2188.80145,0,EZ NOOB TEAM ?,2
9809,3974,477.3168,3,invis mother fucker,2
9811,3974,800.83777,5,luna whoreson,2
9813,3974,810.36877,5,fucking monkey shit,2
9814,3974,831.49697,5,report fucking french fron luna,2
9815,3974,839.76167,5,shitfeeder coward motherfcuker,2
9816,3974,847.82637,5,low morale low skill trash cunt,2
9823,3975,1184.51862,7,trash bristle,2
9824,3975,1208.37942,7,trash cw,2
9829,3975,1260.56672,7,i just get mad when ppl take mid and there mother is whore,2
9830,3975,1270.49762,6,your mom is a whore,2
9832,3975,1279.42882,1,whore is a genuine profession,1
9837,3976,1153.58503,7,pathetic animal xD,2
9843,3976,1552.72083,7,son of whore,2
9845,3976,1568.05043,4,Mad cause born in Russia,2
9846,3976,1591.51143,4,Only Russians use 'animal' 'dog' etc as insults.,2
9849,3976,1765.44923,4,Shame they had such a shit offlane,2
9853,3976,1784.98253,7,ez game with 3 russian dogs xD,2
9857,3976,1850.97393,7,losers win,2
9861,3979,1033.48103,9,HOPELESS ;;;;PUDGE FEEDING please end FASSSTTTTTTTTT,2
9863,3979,1193.77513,9,please >>> END FAST <<< (hopeless)  > push FAST please,2
9864,3979,1219.96883,9,please >>> END FAST <<< (hopeless)  > push FAST please,2
9865,3979,1240.96363,9,please >>> END FAST <<< (hopeless)  > push FAST please,2
9866,3979,1302.21533,9,please >>> END FAST <<< (hopeless feeders)  > push FAST please,2
9867,3979,1375.53083,9,please >>> END FAST <<< (hopeless feeders)  > push FAST please,2
9868,3979,1379.12993,9,please >>> END FAST <<< (hopeless feeders)  > push FAST please,2
9869,3979,1400.19143,9,please >>> END FAST <<< (hopeless feeders)  > push FAST please,2
9870,3979,1413.52153,9,please >>> END FAST <<< (hopeless feeders)  > push FAST please,2
9871,3979,1415.98763,9,please >>> END FAST <<< (hopeless feeders)  > push FAST please,2
9874,3979,1471.97393,9,please >>> END FAST <<< (hopeless feeders)  > push FAST please,2
9875,3979,1522.36163,9,please >>> END FAST <<< (hopeless feeders)  > push FAST please,2
9876,3982,717.79141,5,suck carry,2
9880,3982,809.83556,5,too basic mk plus noob lane,2
9881,3982,1071.13846,8,TANG INA ,2
9884,3983,-193.54586,5, mira u gona get raped this game,2
9898,3995,313.0236,8,fuck u too,2
9900,3995,471.05167,2,the fckj is ur problem nyx?,1
9902,3995,1421.5196,8,mother fuck,2
9904,3995,1543.4898,6,fuck yea,2
9925,4018,1082.09682,0,i think this trash fag is muted too,2
9926,4018,1159.04462,0,stop pausing every time your mom takes a cum load to the mouth,2
9927,4018,1318.10582,0,THAT RETARD,2
9931,4018,1424.47982,7,so fucking easy,1
9932,4018,1583.87422,7,so fucking easy,1
9933,4018,1595.53812,7,spectard the niggard,2
9937,4018,1794.62282,0,what an easy fucking game,1
9938,4019,534.46953,8,wtf is your problem,1
9944,4023,474.7841,3,sup fatty? ever gonna catch me?,2
9959,4029,2090.18287,0,fuicking good smoke tacctics,1
9986,4053,1117.92698,4,"wt?f?asfU JGOFIDLK,YH",1
10003,4069,2330.5502,0,you must really suck,2
10007,4070,-59.81873,9,YOU HAVE IDIOT PLAYER,2
10010,4070,-45.68885,9,SUPER IDIOT,2
10015,4071,240.67459,0,fuck off weab,2
